machine_id,timestamp,temperature,vibration,pressure
COMPRESSOR_D,2026-02-26 14:25:42,65.49,1.993,3.7
PUMP_A,2026-02-26 14:25:44,94.0,4.196,2.37
PUMP_B,2026-02-26 14:25:44,69.72,1.29,4.37
MOTOR_C,2026-02-26 14:25:44,67.01,1.631,4.75
COMPRESSOR_D,2026-02-26 14:25:44,71.65,1.943,4.45
PUMP_A,2026-02-26 14:25:46,84.23,3.787,2.71
PUMP_B,2026-02-26 14:25:46,65.54,1.699,3.85
MOTOR_C,2026-02-26 14:25:46,72.88,1.264,4.74
COMPRESSOR_D,2026-02-26 14:25:46,62.74,2.362,4.35
PUMP_A,2026-02-26 14:25:45,84.18,3.507,2.64
PUMP_B,2026-02-26 14:25:45,70.39,1.464,4.45
MOTOR_C,2026-02-26 14:25:45,66.03,1.528,4.12
COMPRESSOR_D,2026-02-26 14:25:45,72.51,1.777,4.71
PUMP_A,2026-02-26 14:25:47,86.19,4.434,2.48
PUMP_B,2026-02-26 14:25:47,73.41,2.35,4.58
MOTOR_C,2026-02-26 14:25:47,63.19,1.125,4.33
COMPRESSOR_D,2026-02-26 14:25:47,63.86,1.883,4.14
PUMP_A,2026-02-26 14:25:49,91.55,3.384,2.35
PUMP_B,2026-02-26 14:25:49,71.12,1.472,3.85
MOTOR_C,2026-02-26 14:25:49,73.32,1.72,4.52
COMPRESSOR_D,2026-02-26 14:25:49,71.17,1.851,4.22
PUMP_A,2026-02-26 14:25:51,89.74,4.792,2.56
PUMP_B,2026-02-26 14:25:51,73.8,1.63,3.77
MOTOR_C,2026-02-26 14:25:51,62.0,1.318,4.67
COMPRESSOR_D,2026-02-26 14:25:51,68.78,1.203,4.75
PUMP_A,2026-02-26 14:25:53,88.64,3.962,2.2
PUMP_B,2026-02-26 14:25:53,62.63,2.376,4.62
MOTOR_C,2026-02-26 14:25:53,66.6,2.385,4.65
COMPRESSOR_D,2026-02-26 14:25:53,68.74,1.764,3.99
PUMP_A,2026-02-26 14:25:55,83.26,3.97,2.45
PUMP_B,2026-02-26 14:25:55,67.78,1.479,4.05
MOTOR_C,2026-02-26 14:25:55,67.67,1.677,3.64
COMPRESSOR_D,2026-02-26 14:25:55,73.39,1.833,4.21
PUMP_A,2026-02-26 14:25:57,84.66,3.25,2.79
PUMP_B,2026-02-26 14:25:57,70.42,1.51,4.33
MOTOR_C,2026-02-26 14:25:57,70.77,1.462,4.07
COMPRESSOR_D,2026-02-26 14:25:57,68.42,1.915,4.69
PUMP_A,2026-02-26 14:25:59,89.3,3.635,2.8
PUMP_B,2026-02-26 14:25:59,63.06,1.863,4.8
MOTOR_C,2026-02-26 14:25:59,66.96,1.381,4.05
COMPRESSOR_D,2026-02-26 14:25:59,67.02,1.386,4.09
PUMP_A,2026-02-26 14:26:01,87.15,3.832,2.91
PUMP_B,2026-02-26 14:26:01,63.0,2.172,3.89
MOTOR_C,2026-02-26 14:26:01,72.96,1.871,4.2
COMPRESSOR_D,2026-02-26 14:26:01,71.86,1.822,4.39
PUMP_A,2026-02-26 14:26:03,91.68,3.762,2.46
PUMP_B,2026-02-26 14:26:03,62.43,1.441,3.76
MOTOR_C,2026-02-26 14:26:03,63.66,1.32,4.11
COMPRESSOR_D,2026-02-26 14:26:03,68.64,2.052,4.11
PUMP_A,2026-02-26 14:26:05,92.55,3.797,2.1
PUMP_B,2026-02-26 14:26:05,69.42,1.733,3.67
MOTOR_C,2026-02-26 14:26:05,67.67,1.376,4.17
COMPRESSOR_D,2026-02-26 14:26:05,68.57,2.041,3.7
PUMP_A,2026-02-26 14:26:07,84.25,4.613,2.35
PUMP_B,2026-02-26 14:26:07,72.5,1.715,4.35
MOTOR_C,2026-02-26 14:26:07,66.47,1.686,4.64
COMPRESSOR_D,2026-02-26 14:26:07,66.09,2.361,4.17
PUMP_A,2026-02-26 14:26:09,92.7,3.355,2.57
PUMP_B,2026-02-26 14:26:09,65.81,1.403,3.97
MOTOR_C,2026-02-26 14:26:09,62.24,1.483,4.24
COMPRESSOR_D,2026-02-26 14:26:09,68.13,1.771,3.96
PUMP_A,2026-02-26 14:26:11,89.42,4.475,2.22
PUMP_B,2026-02-26 14:26:11,67.46,2.118,3.72
MOTOR_C,2026-02-26 14:26:11,62.68,2.243,4.77
COMPRESSOR_D,2026-02-26 14:26:11,72.92,1.496,3.79
PUMP_A,2026-02-26 14:26:13,83.26,4.425,2.66
PUMP_B,2026-02-26 14:26:13,69.25,2.108,3.96
MOTOR_C,2026-02-26 14:26:13,71.08,1.277,4.03
COMPRESSOR_D,2026-02-26 14:26:13,71.29,2.368,4.71
PUMP_A,2026-02-26 14:26:15,91.14,3.385,2.64
PUMP_B,2026-02-26 14:26:15,72.26,2.266,3.76
MOTOR_C,2026-02-26 14:26:15,62.59,1.414,3.61
COMPRESSOR_D,2026-02-26 14:26:15,72.99,1.654,4.15
PUMP_A,2026-02-26 14:26:15,93.04,3.348,2.21
PUMP_B,2026-02-26 14:26:15,68.93,1.786,4.03
MOTOR_C,2026-02-26 14:26:15,67.18,2.062,3.75
COMPRESSOR_D,2026-02-26 14:26:15,70.67,2.339,4.32
PUMP_A,2026-02-26 14:26:17,83.87,4.356,2.52
PUMP_B,2026-02-26 14:26:17,68.14,1.891,4.46
MOTOR_C,2026-02-26 14:26:17,66.02,1.825,4.35
COMPRESSOR_D,2026-02-26 14:26:17,67.88,2.203,4.4
PUMP_A,2026-02-26 14:26:19,88.0,3.701,2.47
PUMP_B,2026-02-26 14:26:19,62.27,1.2,4.33
MOTOR_C,2026-02-26 14:26:19,72.76,2.161,3.97
COMPRESSOR_D,2026-02-26 14:26:19,66.15,1.504,3.78
PUMP_A,2026-02-26 14:26:21,85.83,4.427,2.67
PUMP_B,2026-02-26 14:26:21,73.55,1.994,3.73
MOTOR_C,2026-02-26 14:26:21,67.18,2.376,4.16
COMPRESSOR_D,2026-02-26 14:26:21,68.68,2.042,4.72
PUMP_A,2026-02-26 14:26:23,94.71,3.332,2.15
PUMP_B,2026-02-26 14:26:23,73.21,1.445,4.5
MOTOR_C,2026-02-26 14:26:23,69.09,2.082,4.0
COMPRESSOR_D,2026-02-26 14:26:23,62.65,2.188,4.64
PUMP_A,2026-02-26 14:26:25,93.61,4.439,2.81
PUMP_B,2026-02-26 14:26:25,71.65,1.289,3.88
MOTOR_C,2026-02-26 14:26:25,70.12,1.588,3.68
COMPRESSOR_D,2026-02-26 14:26:25,72.24,1.979,4.03
PUMP_A,2026-02-26 14:26:27,86.27,3.793,2.09
PUMP_B,2026-02-26 14:26:27,69.92,1.973,3.72
MOTOR_C,2026-02-26 14:26:27,64.88,2.321,4.48
COMPRESSOR_D,2026-02-26 14:26:27,64.69,1.479,4.24
PUMP_A,2026-02-26 14:26:29,93.06,4.085,2.77
PUMP_B,2026-02-26 14:26:29,70.46,2.071,4.01
MOTOR_C,2026-02-26 14:26:29,67.04,1.479,4.77
COMPRESSOR_D,2026-02-26 14:26:29,69.45,2.086,4.04
PUMP_A,2026-02-26 14:26:31,82.61,3.917,2.82
PUMP_B,2026-02-26 14:26:31,64.18,1.391,4.18
MOTOR_C,2026-02-26 14:26:31,69.27,1.741,4.23
COMPRESSOR_D,2026-02-26 14:26:31,71.94,2.115,3.81
PUMP_A,2026-02-26 14:26:33,89.31,4.558,2.61
PUMP_B,2026-02-26 14:26:33,67.55,2.044,4.67
MOTOR_C,2026-02-26 14:26:33,69.73,1.678,3.72
COMPRESSOR_D,2026-02-26 14:26:33,69.44,2.207,3.97
PUMP_A,2026-02-26 14:26:35,87.23,4.684,2.91
PUMP_B,2026-02-26 14:26:35,65.25,1.307,3.94
MOTOR_C,2026-02-26 14:26:35,72.79,1.431,4.1
COMPRESSOR_D,2026-02-26 14:26:35,72.0,2.38,4.41
PUMP_A,2026-02-26 14:26:37,84.12,4.523,2.73
PUMP_B,2026-02-26 14:26:37,71.55,1.274,3.94
MOTOR_C,2026-02-26 14:26:37,71.08,2.385,3.73
COMPRESSOR_D,2026-02-26 14:26:37,64.9,1.34,3.85
PUMP_A,2026-02-26 14:26:39,82.54,4.258,2.8
PUMP_B,2026-02-26 14:26:39,68.95,2.225,4.29
MOTOR_C,2026-02-26 14:26:39,69.72,2.383,3.74
COMPRESSOR_D,2026-02-26 14:26:39,64.69,1.914,3.73
PUMP_A,2026-02-26 14:26:41,94.48,4.664,2.65
PUMP_B,2026-02-26 14:26:41,73.61,1.74,4.2
MOTOR_C,2026-02-26 14:26:41,63.34,1.266,3.94
COMPRESSOR_D,2026-02-26 14:26:41,71.4,1.005,3.68
PUMP_A,2026-02-26 14:26:43,87.52,4.53,2.13
PUMP_B,2026-02-26 14:26:43,67.81,1.969,4.51
MOTOR_C,2026-02-26 14:26:43,72.82,1.76,3.63
COMPRESSOR_D,2026-02-26 14:26:43,62.88,1.733,4.08
PUMP_A,2026-02-26 14:26:45,92.12,3.637,2.09
PUMP_B,2026-02-26 14:26:45,67.18,1.909,3.95
MOTOR_C,2026-02-26 14:26:45,69.27,1.564,4.69
COMPRESSOR_D,2026-02-26 14:26:45,64.79,1.821,4.68
PUMP_A,2026-02-26 14:26:44,85.12,3.722,2.13
PUMP_B,2026-02-26 14:26:44,66.71,1.691,4.21
MOTOR_C,2026-02-26 14:26:44,64.58,2.048,4.64
COMPRESSOR_D,2026-02-26 14:26:44,70.72,1.028,4.43
PUMP_A,2026-02-26 14:26:46,84.27,3.934,2.85
PUMP_B,2026-02-26 14:26:46,65.95,1.391,3.73
MOTOR_C,2026-02-26 14:26:46,72.56,1.939,4.62
COMPRESSOR_D,2026-02-26 14:26:46,70.29,1.638,4.29
PUMP_A,2026-02-26 14:26:48,82.64,4.764,2.8
PUMP_B,2026-02-26 14:26:48,69.94,1.233,4.06
MOTOR_C,2026-02-26 14:26:48,73.07,1.143,4.21
COMPRESSOR_D,2026-02-26 14:26:48,62.92,2.263,4.17
PUMP_A,2026-02-26 14:26:50,88.31,3.649,2.95
PUMP_B,2026-02-26 14:26:50,67.33,1.607,4.6
MOTOR_C,2026-02-26 14:26:50,71.15,2.323,4.58
COMPRESSOR_D,2026-02-26 14:26:50,69.34,2.137,4.09
PUMP_A,2026-02-26 14:26:52,90.62,4.646,2.3
PUMP_B,2026-02-26 14:26:52,70.97,1.227,4.28
MOTOR_C,2026-02-26 14:26:52,68.41,1.841,4.64
COMPRESSOR_D,2026-02-26 14:26:52,67.93,1.618,3.85
PUMP_A,2026-02-26 14:26:54,88.05,3.939,2.98
PUMP_B,2026-02-26 14:26:54,73.7,1.52,4.33
MOTOR_C,2026-02-26 14:26:54,70.96,1.878,4.68
COMPRESSOR_D,2026-02-26 14:26:54,71.7,1.223,4.54
PUMP_A,2026-02-26 14:26:56,87.77,4.509,2.23
PUMP_B,2026-02-26 14:26:56,70.73,1.742,3.65
MOTOR_C,2026-02-26 14:26:56,73.24,1.103,4.36
COMPRESSOR_D,2026-02-26 14:26:56,73.41,1.367,3.91
PUMP_A,2026-02-26 14:26:58,86.02,4.671,2.87
PUMP_B,2026-02-26 14:26:58,66.25,1.107,4.35
MOTOR_C,2026-02-26 14:26:58,68.84,2.204,3.79
COMPRESSOR_D,2026-02-26 14:26:58,62.34,1.767,4.22
PUMP_A,2026-02-26 14:27:00,89.42,3.989,2.37
PUMP_B,2026-02-26 14:27:00,67.07,1.472,3.95
MOTOR_C,2026-02-26 14:27:00,69.52,2.095,4.36
COMPRESSOR_D,2026-02-26 14:27:00,62.31,2.079,4.03
PUMP_A,2026-02-26 14:27:02,89.22,3.868,2.65
PUMP_B,2026-02-26 14:27:02,66.76,1.408,4.36
MOTOR_C,2026-02-26 14:27:02,62.63,1.487,3.69
COMPRESSOR_D,2026-02-26 14:27:02,62.95,1.979,4.3
PUMP_A,2026-02-26 14:27:04,84.34,3.509,2.48
PUMP_B,2026-02-26 14:27:04,66.87,1.426,3.67
MOTOR_C,2026-02-26 14:27:04,68.28,1.404,4.16
COMPRESSOR_D,2026-02-26 14:27:04,64.93,1.76,4.18
PUMP_A,2026-02-26 14:27:06,87.53,3.328,2.61
PUMP_B,2026-02-26 14:27:06,70.37,1.716,4.07
MOTOR_C,2026-02-26 14:27:06,62.76,1.198,4.65
COMPRESSOR_D,2026-02-26 14:27:06,66.55,2.157,4.69
PUMP_A,2026-02-26 14:27:08,90.2,4.448,2.71
PUMP_B,2026-02-26 14:27:08,64.31,2.396,3.89
MOTOR_C,2026-02-26 14:27:08,70.51,1.147,4.76
COMPRESSOR_D,2026-02-26 14:27:08,69.25,1.209,4.14
PUMP_A,2026-02-26 14:27:10,85.13,4.331,2.52
PUMP_B,2026-02-26 14:27:10,73.77,1.609,4.64
MOTOR_C,2026-02-26 14:27:10,62.44,2.019,3.93
COMPRESSOR_D,2026-02-26 14:27:10,62.64,1.389,4.77
PUMP_A,2026-02-26 14:27:12,88.69,3.457,2.08
PUMP_B,2026-02-26 14:27:12,68.49,2.275,4.04
MOTOR_C,2026-02-26 14:27:12,67.11,1.765,3.66
COMPRESSOR_D,2026-02-26 14:27:12,67.69,2.293,3.62
PUMP_A,2026-02-26 14:27:14,91.94,3.879,2.47
PUMP_B,2026-02-26 14:27:14,70.71,1.263,4.1
MOTOR_C,2026-02-26 14:27:14,65.59,2.257,4.43
COMPRESSOR_D,2026-02-26 14:27:14,65.09,2.223,3.91
PUMP_A,2026-02-26 14:27:14,82.08,3.882,2.19
PUMP_B,2026-02-26 14:27:14,72.45,1.188,4.23
MOTOR_C,2026-02-26 14:27:14,70.1,1.684,4.78
COMPRESSOR_D,2026-02-26 14:27:14,65.83,1.358,3.76
PUMP_A,2026-02-26 14:27:16,87.51,4.264,2.16
PUMP_B,2026-02-26 14:27:16,64.26,1.994,4.56
MOTOR_C,2026-02-26 14:27:16,73.98,1.621,4.38
COMPRESSOR_D,2026-02-26 14:27:16,70.59,2.242,4.59
PUMP_A,2026-02-26 14:27:18,92.19,4.492,2.28
PUMP_B,2026-02-26 14:27:18,68.49,2.234,4.74
MOTOR_C,2026-02-26 14:27:18,66.99,1.196,4.59
COMPRESSOR_D,2026-02-26 14:27:18,71.98,1.443,3.88
PUMP_A,2026-02-26 14:27:20,94.59,3.631,2.39
PUMP_B,2026-02-26 14:27:20,65.39,1.683,4.03
MOTOR_C,2026-02-26 14:27:20,72.02,1.248,4.26
COMPRESSOR_D,2026-02-26 14:27:20,71.34,1.76,4.34
PUMP_A,2026-02-26 14:27:22,86.93,3.438,2.0
PUMP_B,2026-02-26 14:27:22,71.73,1.132,4.68
MOTOR_C,2026-02-26 14:27:22,68.86,1.721,4.77
COMPRESSOR_D,2026-02-26 14:27:22,71.77,2.104,4.42
PUMP_A,2026-02-26 14:27:24,86.9,4.73,2.11
PUMP_B,2026-02-26 14:27:24,66.78,1.672,4.28
MOTOR_C,2026-02-26 14:27:24,73.75,1.043,4.0
COMPRESSOR_D,2026-02-26 14:27:24,65.13,1.059,3.78
PUMP_A,2026-02-26 14:27:26,90.33,4.129,2.13
PUMP_B,2026-02-26 14:27:26,62.37,1.157,4.58
MOTOR_C,2026-02-26 14:27:26,73.2,1.895,3.78
COMPRESSOR_D,2026-02-26 14:27:26,71.83,2.065,4.69
PUMP_A,2026-02-26 14:27:28,89.62,4.61,2.81
PUMP_B,2026-02-26 14:27:28,65.69,1.594,3.78
MOTOR_C,2026-02-26 14:27:28,71.79,1.375,4.01
COMPRESSOR_D,2026-02-26 14:27:28,68.87,1.989,4.56
PUMP_A,2026-02-26 14:27:30,87.23,4.759,2.85
PUMP_B,2026-02-26 14:27:30,62.34,1.149,3.78
MOTOR_C,2026-02-26 14:27:30,69.68,2.315,3.84
COMPRESSOR_D,2026-02-26 14:27:30,69.25,1.182,4.36
PUMP_A,2026-02-26 14:27:32,93.73,3.9,2.96
PUMP_B,2026-02-26 14:27:32,68.62,2.07,3.61
MOTOR_C,2026-02-26 14:27:32,62.29,1.632,3.84
COMPRESSOR_D,2026-02-26 14:27:32,64.79,1.964,4.45
PUMP_A,2026-02-26 14:27:34,87.69,4.748,2.11
PUMP_B,2026-02-26 14:27:34,65.06,2.248,3.98
MOTOR_C,2026-02-26 14:27:34,66.11,1.476,4.38
COMPRESSOR_D,2026-02-26 14:27:34,62.59,2.164,4.49
PUMP_A,2026-02-26 14:27:36,88.77,4.515,2.27
PUMP_B,2026-02-26 14:27:36,66.35,1.403,4.02
MOTOR_C,2026-02-26 14:27:36,71.7,1.418,3.72
COMPRESSOR_D,2026-02-26 14:27:36,67.48,1.25,4.1
PUMP_A,2026-02-26 14:27:38,94.25,3.268,2.61
PUMP_B,2026-02-26 14:27:38,65.23,2.348,4.29
MOTOR_C,2026-02-26 14:27:38,63.23,1.497,3.82
COMPRESSOR_D,2026-02-26 14:27:38,65.77,1.964,3.92
PUMP_A,2026-02-26 14:27:40,88.15,3.828,2.96
PUMP_B,2026-02-26 14:27:40,72.53,1.085,4.67
MOTOR_C,2026-02-26 14:27:40,70.1,1.26,3.87
COMPRESSOR_D,2026-02-26 14:27:40,70.22,1.956,4.27
PUMP_A,2026-02-26 14:27:42,92.94,3.997,2.7
PUMP_B,2026-02-26 14:27:42,64.91,1.162,4.0
MOTOR_C,2026-02-26 14:27:42,72.67,1.234,4.38
COMPRESSOR_D,2026-02-26 14:27:42,69.76,2.095,3.91
PUMP_A,2026-02-26 14:27:44,85.97,3.432,2.09
PUMP_B,2026-02-26 14:27:44,65.73,1.037,4.09
MOTOR_C,2026-02-26 14:27:44,67.71,1.543,4.45
COMPRESSOR_D,2026-02-26 14:27:44,68.36,1.753,3.99
PUMP_A,2026-02-26 14:27:44,86.07,3.538,2.33
PUMP_B,2026-02-26 14:27:44,65.55,2.336,4.59
MOTOR_C,2026-02-26 14:27:44,73.02,2.039,4.27
COMPRESSOR_D,2026-02-26 14:27:44,64.69,2.254,4.6
PUMP_A,2026-02-26 14:27:46,91.3,3.474,2.64
PUMP_B,2026-02-26 14:27:46,64.59,1.444,4.61
MOTOR_C,2026-02-26 14:27:46,62.86,2.051,4.76
COMPRESSOR_D,2026-02-26 14:27:46,62.77,1.265,3.95
PUMP_A,2026-02-26 14:27:48,93.53,4.214,2.6
PUMP_B,2026-02-26 14:27:48,72.77,2.1,4.55
MOTOR_C,2026-02-26 14:27:48,73.99,1.26,4.04
COMPRESSOR_D,2026-02-26 14:27:48,67.62,1.158,3.85
PUMP_A,2026-02-26 14:27:50,86.55,4.572,2.7
PUMP_B,2026-02-26 14:27:50,71.85,1.138,4.54
MOTOR_C,2026-02-26 14:27:50,70.01,2.267,4.03
COMPRESSOR_D,2026-02-26 14:27:50,62.33,1.76,4.42
PUMP_A,2026-02-26 14:27:52,92.8,4.364,2.2
PUMP_B,2026-02-26 14:27:52,64.45,2.291,4.53
MOTOR_C,2026-02-26 14:27:52,72.67,1.106,3.73
COMPRESSOR_D,2026-02-26 14:27:52,72.82,1.129,4.7
PUMP_A,2026-02-26 14:27:54,83.13,3.557,2.09
PUMP_B,2026-02-26 14:27:54,73.72,1.111,4.18
MOTOR_C,2026-02-26 14:27:54,64.07,1.301,4.21
COMPRESSOR_D,2026-02-26 14:27:54,67.94,2.001,4.02
PUMP_A,2026-02-26 14:27:56,82.02,3.43,2.86
PUMP_B,2026-02-26 14:27:56,71.21,1.048,4.36
MOTOR_C,2026-02-26 14:27:56,72.37,2.336,3.99
COMPRESSOR_D,2026-02-26 14:27:56,66.7,1.028,3.87
PUMP_A,2026-02-26 14:27:58,93.15,4.507,2.62
PUMP_B,2026-02-26 14:27:58,68.47,1.802,4.13
MOTOR_C,2026-02-26 14:27:58,62.83,1.7,4.63
COMPRESSOR_D,2026-02-26 14:27:58,65.72,1.999,3.66
PUMP_A,2026-02-26 14:28:00,84.56,4.08,2.65
PUMP_B,2026-02-26 14:28:00,63.8,1.801,4.3
MOTOR_C,2026-02-26 14:28:00,64.7,1.079,4.74
COMPRESSOR_D,2026-02-26 14:28:00,73.92,1.655,4.28
PUMP_A,2026-02-26 14:28:02,90.07,4.586,2.91
PUMP_B,2026-02-26 14:28:02,62.86,1.146,4.69
MOTOR_C,2026-02-26 14:28:02,64.76,2.258,3.95
COMPRESSOR_D,2026-02-26 14:28:02,64.5,1.238,4.0
PUMP_A,2026-02-26 14:28:04,94.08,3.751,2.45
PUMP_B,2026-02-26 14:28:04,69.85,1.024,4.67
MOTOR_C,2026-02-26 14:28:04,65.55,1.133,3.68
COMPRESSOR_D,2026-02-26 14:28:04,65.13,2.288,4.56
PUMP_A,2026-02-26 14:28:06,94.69,4.155,2.39
PUMP_B,2026-02-26 14:28:06,72.24,1.726,4.38
MOTOR_C,2026-02-26 14:28:06,65.15,1.799,4.63
COMPRESSOR_D,2026-02-26 14:28:06,63.4,1.564,3.65
PUMP_A,2026-02-26 14:28:08,89.32,4.232,2.71
PUMP_B,2026-02-26 14:28:08,65.24,2.032,4.09
MOTOR_C,2026-02-26 14:28:08,67.83,1.66,3.67
COMPRESSOR_D,2026-02-26 14:28:08,70.51,1.063,4.22
PUMP_A,2026-02-26 14:28:10,94.48,3.868,2.05
PUMP_B,2026-02-26 14:28:10,63.14,2.231,3.79
MOTOR_C,2026-02-26 14:28:10,64.18,1.781,4.26
COMPRESSOR_D,2026-02-26 14:28:10,62.49,1.878,4.38
PUMP_A,2026-02-26 14:28:12,94.73,3.232,2.45
PUMP_B,2026-02-26 14:28:12,67.26,1.567,4.33
MOTOR_C,2026-02-26 14:28:12,72.31,1.967,4.06
COMPRESSOR_D,2026-02-26 14:28:12,63.64,1.697,4.67
PUMP_A,2026-02-26 14:28:14,87.54,4.769,2.69
PUMP_B,2026-02-26 14:28:14,63.22,2.226,4.13
MOTOR_C,2026-02-26 14:28:14,65.13,1.754,4.6
COMPRESSOR_D,2026-02-26 14:28:14,69.57,1.857,4.28
PUMP_A,2026-02-26 14:28:14,85.36,4.539,2.33
PUMP_B,2026-02-26 14:28:14,67.1,1.569,4.75
MOTOR_C,2026-02-26 14:28:14,68.66,1.6,4.43
COMPRESSOR_D,2026-02-26 14:28:14,67.33,1.97,3.85
PUMP_A,2026-02-26 14:28:16,94.78,4.411,2.94
PUMP_B,2026-02-26 14:28:16,64.31,1.747,3.63
MOTOR_C,2026-02-26 14:28:16,66.74,1.318,4.19
COMPRESSOR_D,2026-02-26 14:28:16,68.35,1.584,4.66
PUMP_A,2026-02-26 14:28:18,85.8,4.016,2.7
PUMP_B,2026-02-26 14:28:18,63.67,1.717,3.75
MOTOR_C,2026-02-26 14:28:18,63.46,2.152,4.15
COMPRESSOR_D,2026-02-26 14:28:18,72.33,1.418,4.29
PUMP_A,2026-02-26 14:28:20,82.91,4.497,2.01
PUMP_B,2026-02-26 14:28:20,65.66,1.836,4.4
MOTOR_C,2026-02-26 14:28:20,73.26,2.087,4.59
COMPRESSOR_D,2026-02-26 14:28:20,64.27,2.161,4.04
PUMP_A,2026-02-26 14:28:22,83.94,3.603,2.17
PUMP_B,2026-02-26 14:28:22,73.61,1.063,4.27
MOTOR_C,2026-02-26 14:28:22,70.35,1.059,4.57
COMPRESSOR_D,2026-02-26 14:28:22,63.34,1.442,4.41
PUMP_A,2026-02-26 14:28:24,87.44,4.286,3.0
PUMP_B,2026-02-26 14:28:24,69.7,1.764,4.21
MOTOR_C,2026-02-26 14:28:24,66.2,2.177,3.74
COMPRESSOR_D,2026-02-26 14:28:24,66.42,1.926,3.8
PUMP_A,2026-02-26 14:28:26,94.27,4.772,2.11
PUMP_B,2026-02-26 14:28:26,71.39,1.698,4.72
MOTOR_C,2026-02-26 14:28:26,63.88,1.372,4.78
COMPRESSOR_D,2026-02-26 14:28:26,69.1,1.614,4.48
PUMP_A,2026-02-26 14:28:28,92.1,3.611,2.9
PUMP_B,2026-02-26 14:28:28,72.78,1.218,3.95
MOTOR_C,2026-02-26 14:28:28,63.88,1.573,4.14
COMPRESSOR_D,2026-02-26 14:28:28,63.46,1.28,4.53
PUMP_A,2026-02-26 14:28:30,85.44,3.915,2.89
PUMP_B,2026-02-26 14:28:30,72.75,1.788,4.13
MOTOR_C,2026-02-26 14:28:30,64.24,1.922,3.94
COMPRESSOR_D,2026-02-26 14:28:30,63.22,1.416,3.92
PUMP_A,2026-02-26 14:28:32,84.09,3.213,2.25
PUMP_B,2026-02-26 14:28:32,64.32,1.528,4.55
MOTOR_C,2026-02-26 14:28:32,73.93,1.169,4.45
COMPRESSOR_D,2026-02-26 14:28:32,69.38,2.2,4.01
PUMP_A,2026-02-26 14:28:34,82.04,3.712,2.06
PUMP_B,2026-02-26 14:28:34,70.51,1.395,3.79
MOTOR_C,2026-02-26 14:28:34,72.19,1.022,4.53
COMPRESSOR_D,2026-02-26 14:28:34,72.78,1.406,4.08
PUMP_A,2026-02-26 14:28:36,87.3,3.443,2.95
PUMP_B,2026-02-26 14:28:36,73.57,1.28,4.79
MOTOR_C,2026-02-26 14:28:36,73.39,1.415,4.64
COMPRESSOR_D,2026-02-26 14:28:36,69.46,1.401,3.83
PUMP_A,2026-02-26 14:28:38,86.19,3.56,2.67
PUMP_B,2026-02-26 14:28:38,66.62,2.283,3.81
MOTOR_C,2026-02-26 14:28:38,72.33,2.369,4.34
COMPRESSOR_D,2026-02-26 14:28:38,63.92,1.051,3.77
PUMP_A,2026-02-26 14:28:40,88.35,4.763,2.81
PUMP_B,2026-02-26 14:28:40,64.18,1.046,4.73
MOTOR_C,2026-02-26 14:28:40,63.33,1.817,3.92
COMPRESSOR_D,2026-02-26 14:28:40,68.42,1.088,4.68
PUMP_A,2026-02-26 14:28:42,92.58,3.285,2.14
PUMP_B,2026-02-26 14:28:42,63.02,1.799,4.61
MOTOR_C,2026-02-26 14:28:42,65.11,1.133,3.7
COMPRESSOR_D,2026-02-26 14:28:42,70.88,1.485,4.21
PUMP_A,2026-02-26 14:28:44,85.98,4.157,2.1
PUMP_B,2026-02-26 14:28:44,68.69,1.659,4.19
MOTOR_C,2026-02-26 14:28:44,71.17,1.732,4.18
COMPRESSOR_D,2026-02-26 14:28:44,68.93,2.088,4.36
PUMP_A,2026-02-26 14:28:43,85.19,4.771,2.99
PUMP_B,2026-02-26 14:28:43,67.71,2.141,4.54
MOTOR_C,2026-02-26 14:28:43,65.16,1.583,3.95
COMPRESSOR_D,2026-02-26 14:28:43,63.22,1.822,4.01
PUMP_A,2026-02-26 14:28:45,84.77,3.776,2.31
PUMP_B,2026-02-26 14:28:45,71.55,1.86,4.58
MOTOR_C,2026-02-26 14:28:45,63.77,1.857,3.83
COMPRESSOR_D,2026-02-26 14:28:45,72.13,1.292,3.74
PUMP_A,2026-02-26 14:28:47,88.12,3.885,2.74
PUMP_B,2026-02-26 14:28:47,65.69,1.595,4.19
MOTOR_C,2026-02-26 14:28:47,69.55,1.418,4.29
COMPRESSOR_D,2026-02-26 14:28:47,68.39,1.161,4.51
PUMP_A,2026-02-26 14:28:49,84.65,3.705,2.63
PUMP_B,2026-02-26 14:28:49,70.42,1.893,4.36
MOTOR_C,2026-02-26 14:28:49,65.64,2.252,4.4
COMPRESSOR_D,2026-02-26 14:28:49,73.56,1.313,4.41
PUMP_A,2026-02-26 14:28:51,82.89,4.483,2.53
PUMP_B,2026-02-26 14:28:51,70.21,1.426,4.7
MOTOR_C,2026-02-26 14:28:51,68.55,1.8,3.87
COMPRESSOR_D,2026-02-26 14:28:51,66.31,2.028,4.47
PUMP_A,2026-02-26 14:28:53,90.61,4.132,2.04
PUMP_B,2026-02-26 14:28:53,64.91,1.518,4.03
MOTOR_C,2026-02-26 14:28:53,71.34,1.656,3.61
COMPRESSOR_D,2026-02-26 14:28:53,62.39,1.209,3.86
PUMP_A,2026-02-26 14:28:55,84.77,3.332,2.25
PUMP_B,2026-02-26 14:28:55,69.58,2.33,4.06
MOTOR_C,2026-02-26 14:28:55,73.84,2.354,4.06
